Filename,Individuals & Businesses
SB0043S02.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation could result in an estimated 200 applicants per year paying $70 per
transaction for a total cost of $14,000, and an estimated 150 citations in FY 2023 and 200 citations in
FY 2024 with a $500 fine each, totaling $75,000 in FY 2023 and $100,000 FY 2024, for a total impact
of $89,000 in FY 2023 and $114,000 in FY 2024. To the extent that individuals violate provisions of
this bill, this could cost certain offenders about $1,500/case, however the total amount is unknown."
HB0186S02.fn.pdf,"UCA 36-12-13(2)(c)
Individuals enrolled in the Road Usage Charge (RUC) Program could be impacted by lower rates in
the RUC program saving $184,100 in fiscal year 2023 and $186,100 in fiscal year 2024. Individuals
could be impacted by higher registration fees for plug-in hybrid vehicles costing $2,516,000 in calendar
year 2026 and in subsequent years."
SB0085S03.fn.pdf,"UCA 36-12-13(2)(c)
To the extent that individuals violate provisions of this bill, this could cost certain offenders about
$1,500/case, however the total amount is unknown. Additionally, to the extent that individuals seek
relief through expungement as a result of this legislation, those individuals would pay a $150 filing fee."
SB0250S01.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation could reduce taxpayers' severance tax liability by up to 30% each year
based on the tax credit for the cost of certain mineral exploration activities. Total tax credit benefits
under this bill are capped at $20 million per mine. Assuming all mining severance taxpayers use this
credit up to the maximum amount allowable, these taxpayers would have their severance tax liability
reduced by approximately $7.25 million in FY 2023 and FY 2024."
SB0066S01.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation could require individuals owning Class 1, 2 and 3 and other certain
electric assisted bicycles to register these bicycles as an off-highway vehicle (OHV) and pay both the
$6 title fee and the maximum vehicle registration fee of $35 for OHVs. Owners would also be required
to pay an additional $1 collected by the DMV at the time of registration for the Spinal Cord and Brain
Injury Rehabilitation Fund."
SB0120S01.fn.pdf,"UCA 36-12-13(2)(c)
About 12,000 offenders could pay about $73/each less in court fees/fines on average for a total of
about $875,300 ongoing beginning in FY 2024. For FY 2023, the impact would be half of the FY 2024
amounts mentioned due to the January 1, 2023 implementation date."
HB0100.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation likely will not result in direct, measurable expenditures by Utah residents
or businesses."
SB0008S01.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation likely will not result in direct, measurable expenditures by Utah residents
or businesses."
HB0038S01.fn.pdf,"UCA 36-12-13(2)(c)
Individuals and businesses could pay $14,000 ongoing in aggregate in fines/fees beginning in FY
2023. The breakdown is as follows: 1. About 12 individuals cited for violations could pay $625 each
on average for an aggregated $7,500 in fines to state courts instead of local courts; 2. About 20
businesses could pay $300 each in registration fees for a total of $6,000; and 3. One business could
be fined annually and pay $500."
HB0112.fn.pdf,"UCA 36-12-13(2)(c)
To the extent that individuals are convicted of a Class A misdemeanor, this bill would have a fiscal
impact. Typical costs/case are about $1,500, however the total amount is unknown."
HB0348S01.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this bill may cost employers that reemploy a retiree a surcharge equivalent to a
percentage of salary plus a portion of the amortization of contribution rates."
HB0341S02.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation likely will not result in direct, measurable expenditures by Utah residents
or businesses."
SB0147S02.fn.pdf,"UCA 36-12-13(2)(c)
Beginning January 1, 2025, enactment of this bill would lower the total 911 service charges per line
by 23 cents per month and lower the tax rate on a prepaid wireless 911 service charge from 3.7% to
3.13%. Removing the July 1, 2025 repeal date on the Unified statewide 911 emergency service charge
will increase the total 911 service charges per line for taxpayers as they will have to continue paying
this 25 cent charge after that date. In total, this bill is estimated to save taxpayers approximately $4.3
million in tax in FY 2025 and $400,000 in FY 2026. Lastly, ending the Radio Network Charge in 2033
will decrease the total 911 service charges per line for taxpayers as they will not have to pay this 27
cent charge after that time.
S.B. 147 2nd Sub. (Salmon)
2022/03/03 15:00, Lead Analyst: Maddy Oritt Attorney: RS2"
HB0272S03.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation could save certain taxpayers $3.6 million in sales tax annually. Individual
impact will vary by taxpayer."
HB0478S01.fn.pdf,"UCA 36-12-13(2)(c)
Individuals and business may forego an anticipated property tax increase in FY 2023 of $24,596,700
statewide from the Equity Pupil and WPU Value tax rates."
SB0059S05.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of an individual and corporate income tax rate cut to 4.85% will reduce tax liability for
the majority of individuals and businesses beginning in tax year 2022. Individual tax savings will
vary based on filing status, family size, income, and other factors. The increase in the income-based
phaseout thresholds for the social security tax credit could result in an average annual tax savings
of $210 for an estimated 71,257 individuals in tax year 2022. The refundable state earned income
tax credit may result in annual tax savings/refunds of $323 on average for an estimated 217,340
individuals in tax year 2022.
S.B. 59 5th Sub. (Gray)
2022/02/23 12:45, Lead Analyst: Maddy Oritt Attorney: AVA"
SB0070.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation could result in an average annual tax savings of $317 for an estimated
78,538 individuals beginning in tax year 2022."
HB0311.fn.pdf,"UCA 36-12-13(2)(c)
Individuals or businesses who make a qualifying alternative fuel heavy equipment purchase may
realize tax savings of $539.7 million in aggregate in tax year 2022. Each eligible taxpayer could
receive a $500,000 nonrefundable credit for the purchase of certain alternative fuel heavy duty
equipment.
H.B. 311
2022/02/18 11:47, Lead Analyst: Andrea Wilko Attorney: CRG"
HB0211.fn.pdf,"UCA 36-12-13(2)(c)
Individuals currently paying fees to local education agencies (LEAs) for categories prohibited in this
legislation may see a reduction in the amount of fees paid. This amount will vary depending on current
LEA fee schedules. Estimates indicate that the total revenue collected from curricular and co-curricular
fees is $53.6 million statewide and on average approximately $170 per student."
SB0176S01.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation could cost an estimated 12 applicants about $125/each for a total of
$1,500 annually in initial fees beginning in FY 2023."
SB0101.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation could result in an estimated 900 applicants per year paying a $35 fee to
have their license application reviewed, for a total cost of $31,500 starting FY 2023."
HB0146S01.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation could increase costs for food truck businesses due to fees charged to
food truck businesses who fails a health inspection. The total impact of the fees is unknown at this
time."
SB0062.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation could result in an average decrease of 10.5% in income tax liability for
Utah taxpayers."
SB0083S01.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation would allow cosmetics manufacturers in the state to register and receive
a good manufacturing processes certificate from the Department of Agriculture. Eligible businesses
would be subject to a registration fee ranging from $150 to $750 based on the size of the business and
an additional $40 for the certification itself.
S.B. 83 1st Sub. (Green)
2022/01/28 13:45, Lead Analyst: Sean C. Faherty Attorney: AH3"
HB0025S02.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation could increase fees for participants by an aggregated $50,000.
Enactment of this legislation could also increase tax credits to eligible participants by an aggregated
$6,090,000 per year from FY 2027 to FY 2030.
H.B. 25 2nd Sub. (Gray)
2022/02/07 08:30, Lead Analyst: Timothy G. Dinehart Attorney: CRG"
HB0356.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation likely will not change the regulatory burden for Utah residents or
businesses."
HB0407.fn.pdf,"UCA 36-12-13(2)(c)
To the extent that a municipality or county enforces an ordinance to regulate uses and locations of
short-term rentals and a person is found violating the ordinance, enactment of this legislation could
cost a person up to $1,000 due to a fine. To the extent that a person is convicted by a court for
violating the short-term ordinance two or more times in a year, enactment of this legislation could cost
a person $1,000 for a fine; the aggregate impact is unknown."
SB0227S01.fn.pdf,"UCA 36-12-13(2)(c)
To the extent that businesses and individuals violate provisions of this legislation, they could pay
actual damages to the consumer and a fine of up to $7,500 per violation."
HB0021S01.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation could result in a fiscal impact for private schools (who would be required)
and childcare centers (who would have the option) to collect and submit a sample from consumable
taps in their facilities to a Certified Laboratory. Under this bill, Private Schools and Childcare Centers
would not be required to pay for lead testing, however Private Schools would be financially responsible
for remediation of taps that test above the action level of 5 parts-per-billion and are required to report
remedial actions to the Department of Environmental Quality (DEQ). It is estimated that there are
8,100 in Private Schools and Childcare Centers subject to testing, and that 11% of those taps may
require remedial actions. The average cost for lead remediation is $281, resulting in a total possible
cost to all private schools and childcare centers in the state of $250,400 (which may be reimbursable
through DEQ, subject to the availability of previously authorized Federal grants). This figure could be
reduced if consumable taps have been tested for lead since January 1st, 2016."
HB0348.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this bill may cost local governments, employers, and individuals up to $8,961,000
beginning in FY 2023 for increased contribution rates.
H.B. 348
2022/02/11 13:04, Lead Analyst: Kimberly D. Madsen Attorney: AVA"
SB0129.fn.pdf,"UCA 36-12-13(2)(c)
To the extent that businesses employed by state contact violate the provisions of this bill, they could
see increased costs of $500 per confirmed violation.
S.B. 129
2022/01/30 15:17, Lead Analyst: Lacey K. Moore Attorney: ALW"
HB0374S02.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation likely will not change the regulatory burden for Utah residents or
businesses."
HB0335.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation likely will not change the regulatory burden for Utah residents or
businesses."
HB0415.fn.pdf,"UCA 36-12-13(2)(c)
Individuals convicted of an offense against a transit worker could pay an additional $10,400 in
aggregate from fines and surcharge fees beginning in FY 2023.
H.B. 415
2022/02/21 15:33, Lead Analyst: Clare Tobin Lence Attorney: JR"
HB0244.fn.pdf,"UCA 36-12-13(2)(c)
If primacy is authorized by the Environmental Protection Agency, enactment of this legislation would
result in fees assessed to geologic carbon storage operations to pay for the costs of the Division of Oil,
Gas, and Mining to permit, regulate, and monitor these activities."
HB0086S01.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this bill could cost $35 for each parent who is required to take a mandatory educational
course in the event of a parenting plan modification and pays the maximum cost outlined in this
bill. For each 100 instances this would cost individuals an estimated $3,500 of the potential annual
maximum of 4,750 parenting plan modifications with an estimated cost of $332,500."
SB0125.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation could result in an estimated 75,720 hospitality employees receiving a
one-time $1,250 refundable tax credit in FY 2023."
SB0020S02.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation could result in a tax shift, wherein telecommunications companies could
have reduced property tax burdens and all other filers could have increased property tax burdens.
The aggregate impact is estimated to be a shift of approximately $19 million annually. Additionally,
changes to the formula for calculating an energy supplier's fee in lieu of property tax may affect the
exemption of a project entity to the fee in lieu for the capacity, service, or other benefit from the facility
that is resold (including by an exempt entity) to a non-exempt entity. Currently 14% of project entity
value is exempt from the fee in lieu on this basis. If this entire percentage is no longer exempt it may
represent a tax increase to affected taxpayers of up to $5.8 million statewide."
HB0035S01.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this bill could limit future tax credits available to businesses in non-targeted industries by
as much as $5,000,000 annually."
HB0327.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation could impact individuals and businesses seeking building permits or
a zoning change to seek an avigation easement related to building on or developing land within an
airport influence area of aircraft overflights and associated noise."
HB0090.fn.pdf,"UCA 36-12-13(2)(c)
Individuals who intentionally violate the section of this bill regarding lobbying as a foreign agent could
face an administrative penalty of up to $1,000 for each violation and up to $5,000 for each subsequent
violation within 24 months."
HB0116S01.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation could result in an estimated one firm paying a fine of approximately $300."
HB0180S02.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation would require an owner of an off-highway vehicle (OHV) to obtain a
license plate, which would cost $7 per vehicle. The estimated cumulative increase to all OHV owners
would be $427,000 in FY 2023 and $854,000 in FY 2024. Due to the exemptions for estimated 58,000
off-highway motorcycles, the owners of off-highway motorcycle would pay on average $7.12 less per
vehicle per year, with cumulative cost reduction of $412,900 per year."
SB0179S02.fn.pdf,"UCA 36-12-13(2)(c)
Criminal Justice Penalty Enhancement Impacts - Individuals cited for violations could save an
aggregated $21,300 in fines and surcharge fees beginning in FY 2023."
HB0301.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation could result in an estimated 117 current practitioners paying $200 each
to register, totaling a one-time cost of $21,100 in FY 2023 and $40 every other year to renew their
licenses, for a total annual costs of $2,300 beginning in FY 2023."
HB0262.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation could increase the income tax liability for individuals and corporations
currently claiming the credits and incentives repealed in the bill by $60,800,000 annually in aggregate
beginning in FY 2024.
H.B. 262
2022/02/01 11:02, Lead Analyst: Andrea Wilko Attorney: AVA"
SB0195S01.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation may result in around 100 individuals or their employer paying a total of
$15,000 through FY 2023 and $2,500 ongoing beginning in FY 2024 to become qualified medical
providers. Further, this legislation may result in individuals paying a collective total of $34,300 in FY
2022 and FY 2023 combined for 2,290 medical cannabis card initial applications or renewals, and
$71,400 ongoing beginning in FY 2024 to obtain 4,760 medical cannabis cards or renewals. Finally, a
medical cannabis courier may pay up to $5,000 for each new violation.
S.B. 195 1st Sub. (Green)
2022/02/23 07:15, Lead Analyst: Russell T. Frandsen Attorney: MC"
SB0148S01.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation could cost 58,310 Individual Contractor licensees an additional $5 every
two years at renewal for development of the Construction Business Registry. Aggregate costs are
estimated to be $145,800 annually."
SB0051S02.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this bill could cost individuals statewide $159,200 ongoing in FY 2023 and $336,500
ongoing in FY 2024 with the following impacts: 1. $41,000 in FY 2023 and $100,000 in FY 2024 from
modifications to registration fees for vintage vehicles; 2. $108,500 in FY 2023 and $217,100 in FY
2024 for additional costs for emissions fees to private inspection companies; and 3. $9,700 in FY 2023
and $19,400 in FY 2024 in additional costs for emissions fees paid to counties."
HB0311S02.fn.pdf,"UCA 36-12-13(2)(c)
Individuals or businesses who make a qualifying alternative fuel heavy equipment purchase may
realize tax savings of $500,000 in aggregate in tax year 2022. Individuals eligible under the existing
credit could experience a reduction in benefit of approximately $264,000 annually in aggregate. The
net impact to individuals and businesses is a cost savings of $230,000 in FY 2023 and $236,000 in FY
2024."
HB0370.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this bill may cost local governments, employers, and individuals up to $1,900,000."
HB0428S01.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation likely will not change the regulatory burden for Utah residents or
businesses."
HB0258.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation could result in more individuals who form political action committees
paying fines; the aggregate impact is unknown. Additionally, to the extent that individuals violate the
provisions of this bill, enactment of this legislation could cost certain offenders about $680/case; the
aggregate amount is unknown."
HB0035S03.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this bill could limit future tax credits available to businesses in non-targeted industries by
as much as $5,000,000 annually."
HB0092.fn.pdf,"UCA 36-12-13(2)(c)
To the extent that individuals violate provisions of this bill, this could cost certain offenders about $120/
case, however the total amount is unknown."
SB0039.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation could reduce the income tax burden for certain nonresident individuals;
the aggregate impact could be a reduction of approximately $125,000 in FY 2023 and $309,000 in FY
2024, assuming all eligible nonresidents are residents of states that do not impose an income tax."
HB0246.fn.pdf,"UCA 36-12-13(2)(c)
To the extent that individuals violate provisions of this bill, this could cost certain offenders about $680/
case, however the total amount is unknown."
HB0086S03.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this bill could cost $35 for each parent who takes an educational course in the event of
a parenting plan modification and pays the maximum cost outlined in this bill. For each 100 instances
this would cost individuals an estimated $3,500 of the potential annual maximum of 4,750 parenting
plan modifications with an estimated cost of $332,500."
HB0456S02.fn.pdf,"UCA 36-12-13(2)(c)
Businesses and individuals paying taxes with virtual currency could pay a convenience virtual currency
payment fee to the Tax Commission. The amount is unknown."
HB0301S01.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation could result in an estimated 117 current practitioners paying $200 each
to register, totaling a one-time cost of $23,400 in FY 2023 and $40 every other year to renew their
licenses, for a total annual costs of $2,300 beginning in FY 2023. Enactment of this legislation could
also result in 30 new applicants paying $200 each year to get their license, totaling an ongoing cost of
$6,000, plus $1,000 annually in fines."
SB0056.fn.pdf,"UCA 36-12-13(2)(c)
To the extent that fewer individuals violate provisions of this bill, this could save certain offenders
about $1,500 for each Class A Misdemeanor and 3rd Degree Felony or $2,500 for each 2nd Degree
Felony, however the total savings is unknown.
S.B. 56
2022/01/17 10:16, Lead Analyst: Alexander R. Wilson Attorney: JR"
HB0180.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation would require an owner of an off-highway vehicle (OHV) to obtain a
license plate, which would cost $7 per vehicle. The estimated cumulative impact to all OHV owners
would be $630,000 in FY 2023 and $1,260,000 in FY 2024.
H.B. 180
2022/01/21 10:49, Lead Analyst: Ivan D. Djambov Attorney: KPG"
HB0337.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation likely will not change the regulatory burden for Utah residents or
businesses."
SB0048.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation could forgo tax credits expected by certain individual filers, in the amount
of $356,000 in aggregate annually beginning in FY2022."
HB0438S02.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation could change the sales tax and property tax burden for taxpayers on
Point of the Mountain state land and could increase impact fees for property developers; the aggregate
impact is unknown."
SB0148.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation could cost 58,310 Individual Contractor licensees an additional $5 every
two years at renewal for development of the Construction Business Registry. Aggregate costs are
estimated to be $145,800 annually."
HB0262S02.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation could increase the income tax liability for individuals and corporations
currently claiming the credits and incentives repealed in the bill by $6.0 million annually in aggregate
beginning in FY 2024."
HB0478.fn.pdf,"UCA 36-12-13(2)(c)
Individuals and business may forego an anticipated property tax increase in FY 2023 of $24,596,700
statewide from the Equity Pupil and WPU Value tax rates."
HB0211S01.fn.pdf,"UCA 36-12-13(2)(c)
Individuals currently paying fees to local education agencies (LEAs) for categories prohibited in this
legislation may see a reduction in the amount of fees paid. This amount will vary depending on current
LEA fee schedules. Estimates indicate that the total revenue collected from general fees is $24.0
million statewide and on average approximately $75 per student."
SB0053S03.fn.pdf,"UCA 36-12-13(2)(c)
Individuals cited for violations could pay an aggregated $501,800 in fines and surcharge fees
beginning in FY 2023."
HB0038.fn.pdf,"UCA 36-12-13(2)(c)
Individuals and businesses could pay $14,000 ongoing in aggregate in fines/fees beginning in FY
2023. The breakdown is as follows: 1. About 12 individuals cited for violations could pay $625 each
on average for an aggregated $7,500 in fines to state courts instead of local courts; 2. About 20
businesses could pay $300 each in registration fees for a total of $6,000; and 3. One business could
be fined annually and pay $500."
SB0224.fn.pdf,"UCA 36-12-13(2)(c)
Certain individuals who claim the standard deduction would be allowed to subtract the amount of the
individual's charitable contributions up to $300 ($600 if filing a joint return). This may result in average
tax savings of $26 for an estimated 478,366 taxpayers in tax year 2022. This estimate assumes that
50 percent of standard deduction taxpayers would be eligible for the deduction.
S.B. 224
2022/02/25 12:45, Lead Analyst: Maddy Oritt Attorney: CRG"
SB0093.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation could result in a statewide property tax shift of approximately $5.2 million.
This would represent an average tax shift to a $350,000 home of $3.10. This may represent an
average tax shift to a $1,000,000 business with little to no eligible supply personal property of $16.10.
It would represent an average savings to business with eligible supply property of up to $56.87 per
$5,000 of exempt supply personal property. Additionally, enactment of this legislation could reduce
individual and business tax liability by approximately $9.7 million in FY2023 and $11.5 million in
FY2024.
S.B. 93
2022/01/15 11:05, Lead Analyst: Maddy Oritt Attorney: AVA"
HB0012S01.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this bill may cost local governments, employers, and individuals up to $8,446,100
beginning in FY 2023.
H.B. 12 1st Sub. (Buff)
2022/01/31 13:46, Lead Analyst: Kimberly D. Madsen Attorney: AVA"
HB0224S01.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation could result in an estimated one complaint resulting in fines of $1,000
annually starting FY 2023."
HB0154S01.fn.pdf,"UCA 36-12-13(2)(c)
This bill allows holders of an occupational therapy license in a reciprocal state to pay the $80 compact
fee and the $47 Utah licensing fee to become licensed in Utah. Applicants will also need to pay $11.25
for an FBI background check and $15 for a State of Utah background check. The total fees paid to the
state by the estimated 37 individuals is $2,700 annually."
SB0085S01.fn.pdf,"UCA 36-12-13(2)(c)
To the extent that individuals violate provisions of this bill, this could cost certain offenders about
$1,500/case, however the total amount is unknown. Additionally, to the extent that individuals seek
relief through expungement as a result of this legislation, those individuals would pay a $150 filing fee."
HB0061.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this bill may cost local governments, employers, and individuals up to $5,672,500
beginning in FY 2023.
H.B. 61
2022/01/14 08:33, Lead Analyst: Kimberly D. Madsen Attorney: AVA"
HB0487.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation could make persons found guilty under the provisions of this bill liable for
a civil penalty between $5,000 and $10,000 and other penalties as appropriate.
H.B. 487
2022/03/02 08:31, Lead Analyst: Sean C. Faherty Attorney: AS2"
HB0090S02.fn.pdf,"UCA 36-12-13(2)(c)
Individuals who intentionally violate the section of this bill regarding lobbying as a foreign agent could
face an administrative penalty of up to $1,000 for each violation and up to $5,000 for each subsequent
violation within 24 months."
HB0088S01.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation would allow individuals to choose to purchase these special license plates
and spend $25 annually at the time of registration, in addition to the applicable license plate fees.
Assuming a minimum of 500 individuals purchase this license plate, the total statewide cost for them
would be $7,500 one-time and $12,500 ongoing."
HB0331S01.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation may increase the number of individuals seeking background checks
through the Department of Public Safety. These individuals will need to pay any fees associated with
the background check, totaling $33.25 per person. For each 100 individuals, this would result in a
approximately $3,300 in fee revenue collected, with $2,000 supporting Department costs and $1,300
to the Federal Bureau of Investigation."
SB0196.fn.pdf,"UCA 36-12-13(2)(c)
To the extent that individuals violate provisions of this bill, this could cost certain offenders about $120/
case, however the total amount is unknown."
HB0382S01.fn.pdf,"UCA 36-12-13(2)(c)
Abortion clinics may pay a combined total of $200 annually beginning in FY 2024."
SB0167S03.fn.pdf,"UCA 36-12-13(2)(c)
To the extent that more people are convicted of a higher offense as a result of this bill, certain
individuals could pay more in fines/fees, however the amount is indeterminable."
SB0188.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this bill may reduce sales tax liability for qualifying facilities that make certain leases
and/or purchase of tangible personal property used to make the facility operational to the point of
interconnection with an existing transmission grid. These impacts are unknown, but may be significant
if large infrastructure expenses are incurred in qualifying projects. For example, if $50 million in
exempted purchases or leases are made, sales tax liability for these taxpayers would be reduced by
approximately $3.6 million."
HB0336S05.fn.pdf,"UCA 36-12-13(2)(c)
To the extent that individuals violate provisions of this bill, this could cost certain offenders up to
$1,000/case, however the total amount is unknown."
HB0052.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation could result in reduced tax liability for credit claimants of at least $3
million and up to approximately $113 million per project over the course of up to 20 years; the
aggregate impact is unknown."
SB0190S01.fn.pdf,"UCA 36-12-13(2)(c)
Each medical cannabis pharmacy experiencing a change in ownership will pay $300 to transfer
ownership. Each medical cannabis courier experiencing a change in ownership will pay $300 to
transfer ownership. Around 30 medical cannabis pharmacy agents will each pay around $30 annually
to private providers for one extra hour of continuing education."
HB0443S01.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation could result in a property tax shift for businesses and individuals in Salt
Lake City. The average impact would be approximately -$8.66 for a $350,000 primary residence and
-$45 for a $1,000,000 business. Additionally, for every business recruitment incentive approved for
$1.0 billion in capital expenditure, recipients could receive approximately $2.6 million in property tax
revenue."
SB0250.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation could reduce taxpayers' severance tax liability by up to 30% each year
based on the tax credit for the cost of certain mineral exploration activities. Total tax credit benefits
under this bill are capped at $20 million per mine. Assuming all mining severance taxpayers use this
credit up to the maximum amount allowable, these taxpayers would have their severance tax liability
reduced by approximately $7.25 million in FY 2023 and FY 2024."
HB0131.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation likely will not result in direct, measurable expenditures by Utah residents
or businesses.
H.B. 131
2022/01/15 09:48, Lead Analyst: Lacey K. Moore Attorney: AH3"
HB0386.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation likely will not change the regulatory burden for Utah residents or
businesses."
HB0064.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation would require public water systems to pay a fee on retail water, which
cannot exceed $1.20 per equivalent residential connection served by the system (or a minimum of $25
per system). This cost would likely be passed on to individuals, or retail water consumers.
H.B. 64
2022/01/14 09:34, Lead Analyst: Lacey K. Moore Attorney: PO"
SB0205.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation would likely generate $2,000 in ongoing permit fee revenues to the
Wildlife Resources Account in FY 2023 from the sale of 200 permits at $10 each to prospective
hunters."
SB0043S05.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation could result in an estimated 200 applicants per year paying $70 per
transaction for a total cost of $14,000, and an estimated 150 citations in FY 2023 and 200 citations in
FY 2024 with a $500 fine each, totaling $75,000 in FY 2023 and $100,000 FY 2024, for a total impact
of $89,000 in FY 2023 and $114,000 in FY 2024. To the extent that individuals violate provisions of
this bill, this could cost certain offenders about $1,500/case, however the total amount is unknown."
HB0462S01.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation could increase costs for owners of a primary dwelling unit due to being
required to obtain a permit or license for renting an internal accessory dwelling unit. Enactment of this
legislation could increase funding for certain businesses or entities due to receiving funding for certain
uses; the aggregate impact is unknown."
SB0085S04.fn.pdf,"UCA 36-12-13(2)(c)
To the extent that individuals violate provisions of this bill, this could cost certain offenders about
$1,500/case, however the total amount is unknown. Additionally, to the extent that individuals seek
relief through expungement as a result of this legislation, those individuals would pay a $150 filing fee."
SB0102S01.fn.pdf,"UCA 36-12-13(2)(c)
Individuals cited for violations could pay $100 for each violation for an aggregated $73,300 in fines and
surcharge fees beginning in FY 2023.
S.B. 102 1st Sub. (Green)
2022/01/27 08:02, Lead Analyst: Alexander R. Wilson Attorney: PG"
HB0418S01.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this legislation likely will not change the regulatory burden for Utah residents or
businesses."
HB0107.fn.pdf,"UCA 36-12-13(2)(c)
Enactment of this bill could move the following district court civil cases to justice courts resulting in
ongoing savings to individuals in the following amounts. 1. In FY 2023 cases between $11,000 and
$15,000 with the following impacts: FY 2023 - $29,600; and FY 2024 - $26,800. 2. In FY 2025 cases
between $15,000 and $20,000 with the following additional savings: FY 2025 - $11,400; and FY 2026
- $20,300. 3. In 2030 cases between $20,000 and $25,000 with the following additional savings: FY
2030 - $3,200; and FY 2031 - $4,900."
HB0074S01.fn.pdf,"UCA 36-12-13(2)(c)
To the extent that individuals violate provisions of this bill, this could cost certain offenders about
$2,500/case, however the total amount is unknown.
H.B. 74 1st Sub. (Buff)
2022/01/31 12:45, Lead Analyst: Alexander R. Wilson Attorney: EAE"
HB0242S01.fn.pdf,"UCA 36-12-13(2)(c)
To the extent that secondary water suppliers pass along installation costs to individual and business
customers, enactment of this legislation could result in increased costs of $1,750 per customer, with
an estimated total cost of $386.8 million. These expenses can be reduced by up to 70 percent, subject
to suppliers applying for and receiving grant funding from the Water Resources Board."
HB0076.fn.pdf,"UCA 36-12-13(2)(c)
To the extent that certain individuals violate provisions of this bill, this could cost certain offenders
about $130/case, however the total amount is unknown."
